Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,Price,WindowMaterial
2.0,1.0,133.0,1.0,50.0,-1.0,False,1,0,0,2022-02-25,Gray,False,0,1,2,1,6.0,1.01,132.74315359252904,198.63211,1
2.0,2.0,77.0,2.0,29.0,1.0,False,1,0,0,2023-02-17,White,False,2,1,2,1,16.0,1.74,77.46406281016881,270.93512,1
1.0,2.0,83.0,0.0,68.0,-1.0,True,1,0,0,2020-03-15,Gray,False,0,0,2,1,6.0,2.62,83.0,56.91172,0
1.0,1.0,25.0,2.0,39.0,-1.0,True,1,0,0,2023-07-17,Yellow,False,2,0,2,2,6.0,2.8,24.0,212.14669,2
2.0,2.0,76.0,2.0,47.0,-1.0,False,0,1,1,2022-01-26,Gray,False,2,1,1,1,6.0,1.85,46.2,163.32306,0
1.0,1.0,57.0,2.0,35.0,1.0,True,0,0,1,2022-12-31,Gray,False,1,2,1,1,16.0,1.52,34.8,176.95282,0
1.0,1.0,55.0,0.0,29.0,-1.0,False,2,1,0,2023-11-28,Yellow,False,1,2,1,0,6.0,3.95,86.4,94.23314,1
3.0,2.0,111.0,0.0,2.0,0.0,False,2,1,1,2020-09-08,Gray,False,1,0,1,2,14.0,2.87,177.727342882478,177.11033,1
3.0,1.0,108.0,0.0,65.0,-1.0,False,0,1,0,2024-03-28,White,False,1,1,2,0,6.0,3.0,65.41302629532319,77.5376,0
1.0,1.0,57.0,1.0,35.0,-1.0,False,1,0,1,2023-09-12,White,False,1,1,2,1,6.0,3.25,58.0,111.69816,0
2.0,1.0,70.0,2.0,1.0,-1.0,False,0,0,1,2023-06-15,White,False,1,1,0,2,6.0,3.23,43.752309953773995,237.67733,1
2.0,2.0,89.0,,62.0,-1.0,True,2,1,1,2020-10-15,White,False,2,2,1,1,6.0,1.72,142.42654863542347,399.92552,2
1.0,1.0,68.0,2.0,47.0,2.0,True,0,0,1,2023-08-07,Yellow,False,2,2,2,0,46.0,1.79,40.8,440.77934,2
4.0,1.0,136.0,2.0,25.0,1.0,True,0,0,0,2021-01-23,Yellow,False,2,1,1,1,16.0,2.12,81.37355412593838,356.37917,2
1.0,1.0,36.0,2.0,60.0,1.0,True,0,0,1,2022-09-21,White,False,0,1,2,2,16.0,3.1,21.6,137.6421,0
1.0,1.0,31.0,2.0,45.0,-1.0,False,2,0,1,2023-02-03,Green,False,2,1,1,1,6.0,2.94,49.6,194.63095,1
1.0,5.0,137.0,1.0,48.0,-1.0,False,0,0,1,2022-10-09,Gray,False,0,1,1,2,6.0,3.15,81.6,228.76437,1
1.0,1.0,105.0,0.0,52.0,0.0,False,1,0,1,2020-09-20,Gray,False,2,0,1,1,14.0,1.19,106.0,129.33894,1
2.0,2.0,76.0,2.0,63.0,-1.0,True,2,1,1,2023-03-21,Yellow,False,0,1,1,1,6.0,2.16,120.0,220.56655,0
2.0,2.0,81.0,2.0,24.0,-1.0,False,2,0,1,2022-12-09,Green,False,0,1,2,0,6.0,1.57,129.6,378.74259,2
2.0,2.0,82.0,1.0,57.0,1.0,False,2,1,1,2020-03-15,White,False,1,0,2,2,16.0,3.31,131.1944777386334,245.72987,1
1.0,1.0,95.0,0.0,39.0,-1.0,False,1,0,0,2020-12-27,Yellow,False,2,1,1,2,6.0,2.38,94.0,76.53019,0
1.0,1.0,38.0,1.0,51.0,-1.0,True,2,0,0,2023-12-12,Gray,False,0,1,2,1,6.0,2.42,60.59288924452437,167.95248,2
1.0,2.0,105.0,1.0,46.0,-1.0,False,0,1,0,2021-04-07,White,False,1,1,2,0,6.0,1.36,63.0,200.93416,2
2.0,2.0,87.0,1.0,46.0,-1.0,False,2,0,0,2021-08-10,Yellow,False,0,1,1,0,6.0,4.2,136.0,213.13728,2
1.0,1.0,23.0,0.0,46.0,1.0,False,2,0,1,2022-08-03,Yellow,False,2,1,2,2,16.0,2.97,36.52416589425993,68.85509,0
2.0,1.0,128.0,0.0,32.0,-1.0,True,0,1,0,2023-05-25,White,False,2,2,0,0,6.0,3.65,76.81340331719119,113.59548,1
3.0,2.0,116.0,0.0,17.0,1.0,False,0,0,1,2022-08-22,White,False,0,1,1,0,16.0,3.47,69.6,170.72355,2
1.0,1.0,118.0,2.0,56.0,0.0,False,0,1,1,2021-01-19,Green,False,2,1,1,0,14.0,1.92,71.11321480625719,228.78711,0
3.0,3.0,111.0,0.0,58.0,2.0,False,0,0,1,2021-11-28,Yellow,False,0,1,1,2,46.0,1.65,66.6,150.25164,0
3.0,2.0,129.0,2.0,47.0,1.0,False,2,0,1,2022-01-23,Gray,False,1,1,2,1,16.0,2.05,206.60981090279535,441.43649,1
2.0,2.0,76.0,0.0,16.0,-1.0,False,0,1,1,2022-12-14,Gray,False,1,1,0,1,6.0,1.84,47.172423060334395,106.83063,1
3.0,1.0,100.0,2.0,51.0,-1.0,True,0,0,1,2020-10-08,Yellow,False,1,2,0,0,6.0,3.65,61.2,241.55006,1
1.0,1.0,25.0,2.0,59.0,-1.0,False,2,0,1,2022-04-03,Yellow,False,2,1,1,2,6.0,2.71,39.73332900762852,180.73478,1
2.0,2.0,94.0,2.0,57.0,-1.0,False,1,1,1,2021-06-11,Green,False,0,1,2,1,6.0,1.8,93.0,285.25334,1
1.0,1.0,45.0,2.0,53.0,-1.0,False,1,0,1,2023-04-22,Green,False,2,1,0,0,6.0,2.97,46.0,111.84633,0
3.0,2.0,113.0,1.0,19.0,-1.0,False,0,1,0,2023-09-13,Green,False,1,1,1,2,6.0,3.42,67.2,149.87726,0
2.0,1.0,69.0,1.0,37.0,2.0,False,0,0,0,2022-08-07,Yellow,False,0,1,1,1,46.0,2.69,43.182291102680594,167.58911,0
1.0,1.0,55.0,1.0,62.0,-1.0,False,1,0,0,2021-09-13,Green,False,2,2,1,1,6.0,2.62,55.747277145670154,168.8283,2
2.0,1.0,112.0,0.0,24.0,-1.0,False,2,1,0,2024-03-27,Yellow,False,1,1,1,2,6.0,2.16,179.3319244391623,171.46803,2
3.0,1.0,112.0,1.0,23.0,-1.0,False,0,0,1,2021-08-21,White,False,0,0,2,2,6.0,2.31,66.0,248.17958,2
1.0,1.0,50.0,0.0,71.0,-1.0,False,0,0,1,2023-07-20,Gray,False,0,1,0,2,6.0,2.76,30.6,73.09508,1
2.0,2.0,87.0,1.0,23.0,-1.0,False,2,0,1,2021-03-25,White,False,2,1,0,1,6.0,3.22,139.21738552205488,217.45449,1
2.0,2.0,62.0,2.0,40.0,1.0,False,2,0,1,2023-10-11,White,False,1,0,0,0,16.0,2.49,99.2,215.92375,0
1.0,1.0,49.0,0.0,47.0,1.0,False,1,1,1,2023-09-06,Yellow,False,2,2,0,1,16.0,3.6,50.0,148.58622,2
1.0,1.0,66.0,0.0,47.0,-1.0,False,0,0,1,2021-03-25,White,False,0,2,1,1,6.0,3.63,41.4722345494004,108.4708,2
2.0,2.0,89.0,1.0,60.0,-1.0,False,2,0,1,2023-12-08,Green,False,2,1,1,2,6.0,2.11,142.4,296.13536,2
2.0,2.0,111.0,2.0,58.0,-1.0,False,0,1,1,2022-03-21,Green,False,1,2,1,1,6.0,2.83,67.2,299.62257,1
2.0,2.0,128.0,0.0,38.0,0.0,False,2,0,0,2023-09-03,White,False,1,1,1,2,14.0,2.66,205.00522934611104,137.88959,0
2.0,2.0,144.0,1.0,49.0,-1.0,False,1,0,0,2022-08-26,Green,False,2,2,1,2,6.0,1.73,143.60154642477835,238.1056,1
2.0,3.0,149.0,0.0,27.0,1.0,True,0,0,1,2020-01-19,Gray,False,1,2,2,0,16.0,3.06,88.8,126.39993,0
2.0,2.0,90.0,0.0,33.0,-1.0,True,1,1,1,2021-05-23,Yellow,False,0,2,1,2,6.0,3.55,91.0,158.05775,2
2.0,2.0,128.0,2.0,47.0,1.0,True,0,0,1,2021-12-01,Yellow,False,2,1,2,2,16.0,1.61,76.8,414.28911,2
1.0,3.0,133.0,0.0,49.0,0.0,False,0,1,1,2024-02-10,Yellow,False,0,2,1,2,14.0,4.26,78.0,156.55056,1
1.0,1.0,81.0,2.0,55.0,2.0,False,2,1,0,2020-05-02,Gray,False,2,2,2,1,46.0,1.58,129.6,427.8054,2
1.0,1.0,44.0,0.0,42.0,1.0,False,0,1,1,2020-07-26,Yellow,False,2,1,0,1,16.0,2.18,27.0,66.78342,0
1.0,1.0,87.0,1.0,69.0,1.0,True,1,1,0,2020-11-24,White,False,2,0,2,1,16.0,3.8,87.0,222.32066,2
1.0,1.0,43.0,1.0,45.0,1.0,False,1,0,0,2021-06-08,Gray,False,2,2,2,1,16.0,2.92,43.0,147.2703,1
1.0,1.0,40.0,0.0,40.0,1.0,True,2,1,1,2022-08-09,White,False,1,2,2,0,16.0,2.68,60.8,83.36476,0
3.0,2.0,101.0,2.0,47.0,-1.0,True,0,0,1,2021-10-28,Gray,False,1,1,1,2,6.0,2.42,61.2,186.01169,0
1.0,2.0,98.0,2.0,57.0,0.0,False,1,0,1,2023-03-08,White,False,2,2,1,2,14.0,2.55,98.1937218535539,408.79793,2
1.0,1.0,25.0,1.0,42.0,-1.0,False,2,0,1,2024-03-29,Green,False,1,1,2,2,6.0,2.38,41.6,142.08871,1
2.0,2.0,81.0,2.0,16.0,0.0,True,0,0,1,2022-10-26,Green,False,0,1,1,1,14.0,3.1,50.022517315801394,273.90897,1
1.0,1.0,30.0,2.0,59.0,-1.0,False,0,1,0,2022-01-30,Gray,False,1,1,2,2,6.0,2.06,20.951555910038,93.03821,0
4.0,5.0,143.0,1.0,43.0,-1.0,True,2,0,1,2020-11-26,White,False,1,1,2,1,6.0,3.42,229.07395269637547,374.25012,2
2.0,4.0,130.0,0.0,60.0,1.0,False,2,1,1,2023-06-19,White,False,0,1,0,0,16.0,3.73,208.21439245947963,227.95583,2
1.0,2.0,70.0,1.0,48.0,0.0,True,2,0,0,2023-10-24,Green,False,1,2,0,1,14.0,2.2,110.4,183.28112,1
1.0,2.0,60.0,0.0,64.0,2.0,False,2,0,1,2023-02-17,Yellow,False,1,2,0,2,46.0,3.6,97.6,204.95697,2
3.0,3.0,139.0,0.0,51.0,-1.0,False,0,0,1,2022-04-08,White,False,2,1,1,1,6.0,3.57,83.08361067921858,171.29398,2
1.0,1.0,35.0,1.0,53.0,0.0,True,2,1,1,2023-11-16,Yellow,False,2,1,0,1,14.0,1.37,55.77914457447149,171.5354,1
1.0,2.0,69.0,0.0,50.0,-1.0,False,0,0,1,2022-09-19,Green,False,2,1,1,0,6.0,3.07,41.4,91.34446,1
1.0,1.0,56.0,0.0,58.0,-1.0,False,2,1,1,2020-08-05,Gray,False,2,1,1,1,6.0,2.47,88.0,73.86767,0
2.0,2.0,103.0,0.0,47.0,1.0,False,2,0,0,2022-02-12,Green,False,1,1,1,2,16.0,1.87,164.89069042900363,135.91764,1
4.0,3.0,146.0,2.0,40.0,-1.0,False,0,1,1,2022-05-03,White,False,0,1,0,2,6.0,3.89,87.07374263687238,420.10433,2
2.0,2.0,88.0,0.0,41.0,-1.0,False,1,0,0,2024-02-17,Gray,False,2,1,2,0,6.0,2.86,88.0,105.10886,1
1.0,1.0,29.0,1.0,43.0,0.0,False,1,0,1,2020-11-06,Green,False,1,1,2,2,14.0,3.28,29.0,145.48298,1
1.0,1.0,120.0,0.0,31.0,1.0,False,2,1,0,2021-11-29,Gray,False,1,0,2,0,16.0,1.35,192.16857689263668,152.20193,1
2.0,1.0,81.0,1.0,39.0,1.0,False,2,0,1,2020-06-04,Yellow,False,1,1,1,2,16.0,3.02,129.6,186.62679,0
1.0,1.0,38.0,,50.0,1.0,True,2,1,1,2020-02-08,Gray,False,2,1,2,2,16.0,3.69,60.59288924452437,187.1429,1
1.0,3.0,99.0,0.0,57.0,-1.0,True,0,0,0,2020-12-06,Gray,False,2,2,1,0,6.0,1.37,60.0,90.71279,1
1.0,1.0,26.0,2.0,36.0,0.0,False,1,0,0,2020-09-16,Yellow,False,0,1,1,1,14.0,3.85,27.120605133376472,89.84735,0
1.0,1.0,32.0,1.0,43.0,1.0,False,2,0,0,2023-09-16,Green,False,1,1,0,0,16.0,3.13,52.8,131.3601,1
1.0,2.0,67.0,0.0,30.0,-1.0,False,1,0,1,2020-05-13,White,False,1,2,1,1,6.0,2.69,68.0,101.43005,1
2.0,2.0,92.0,1.0,33.0,-1.0,False,2,0,1,2021-08-25,White,False,1,0,1,1,6.0,1.88,148.8,277.38795,2
1.0,1.0,23.0,0.0,49.0,-1.0,False,2,1,0,2023-10-01,Yellow,False,1,2,0,0,6.0,4.41,36.52416589425993,92.13565,2
2.0,1.0,86.0,1.0,54.0,-1.0,False,1,0,0,2021-07-04,Gray,False,1,2,2,1,6.0,3.07,87.0,161.41243,1
1.0,2.0,71.0,1.0,36.0,2.0,False,1,1,1,2024-02-22,Green,False,1,1,2,1,46.0,1.78,73.0,309.18281,1
1.0,1.0,47.0,2.0,47.0,-1.0,True,2,0,1,2023-07-05,Gray,False,2,1,2,1,6.0,2.6,75.03412325468304,226.44758,1
3.0,3.0,135.0,2.0,50.0,-1.0,False,0,0,0,2022-02-13,Yellow,False,1,0,2,0,6.0,4.82,81.6,196.23115,0
2.0,2.0,111.0,1.0,67.0,-1.0,False,2,0,1,2020-12-08,Yellow,False,1,1,1,1,6.0,3.12,177.727342882478,287.80215,2
1.0,1.0,99.0,2.0,47.0,0.0,False,2,0,1,2023-05-21,Yellow,False,0,1,1,1,14.0,2.01,158.47236420226645,276.61132,0
2.0,1.0,108.0,1.0,47.0,1.0,False,0,1,1,2023-08-18,White,False,1,0,2,2,16.0,1.52,65.41302629532319,282.30084,2
3.0,1.0,135.0,2.0,34.0,-1.0,False,1,1,0,2023-05-04,Gray,False,1,1,1,1,6.0,1.3,138.0,257.51668,0
1.0,1.0,68.0,2.0,33.0,-1.0,False,0,0,1,2021-02-07,White,False,2,0,2,2,6.0,3.34,42.61227225158719,157.13444,0
2.0,2.0,79.0,0.0,55.0,1.0,False,1,1,1,2022-10-26,Yellow,False,1,2,1,0,16.0,4.74,79.43831605239596,135.98306,1
1.0,1.0,26.0,0.0,47.0,-1.0,True,0,1,1,2023-06-07,White,False,2,0,2,1,6.0,1.87,15.0,102.9578,2
2.0,2.0,94.0,0.0,71.0,1.0,False,0,0,1,2022-03-06,Gray,False,0,1,0,2,16.0,2.13,57.43276238001559,148.14787,2
1.0,1.0,44.0,0.0,47.0,-1.0,False,0,1,1,2021-08-19,Yellow,False,2,1,0,1,6.0,3.63,26.4,73.78506,1
1.0,1.0,58.0,0.0,48.0,-1.0,False,0,1,1,2022-09-11,Yellow,False,2,2,1,2,6.0,3.2,36.912083740653195,131.92244,2
4.0,1.0,132.0,0.0,69.0,2.0,False,0,0,1,2021-01-15,Green,False,2,1,2,1,46.0,3.08,79.0934787215648,159.75682,0
1.0,3.0,117.0,2.0,43.0,-1.0,True,0,0,1,2022-08-01,Green,False,2,2,1,1,6.0,1.83,70.5431959551638,301.54461,1
1.0,1.0,97.0,1.0,59.0,1.0,False,2,0,1,2022-08-27,Green,False,2,0,1,1,16.0,2.71,155.26320108889786,209.50626,0
4.0,4.0,132.0,2.0,19.0,-1.0,False,0,1,0,2022-07-30,Gray,False,0,0,2,1,6.0,2.17,79.0934787215648,232.61816,0
1.0,1.0,21.0,0.0,59.0,-1.0,True,0,0,0,2022-03-27,White,False,1,1,2,0,6.0,3.58,12.6,24.1463,0
2.0,1.0,81.0,2.0,40.0,2.0,False,2,1,1,2020-09-04,Gray,False,0,2,1,1,46.0,1.66,129.6,437.87888,1
1.0,2.0,87.0,0.0,49.0,-1.0,False,1,1,1,2020-05-20,Gray,False,0,1,1,0,6.0,2.15,87.33532902130456,77.75157,0
1.0,3.0,119.0,2.0,23.0,-1.0,False,2,1,1,2021-11-30,Gray,False,1,1,1,1,6.0,1.54,190.4,471.76136,2
2.0,1.0,101.0,2.0,21.0,-1.0,True,0,0,1,2023-02-05,Yellow,False,1,1,2,1,6.0,3.41,61.42289433766939,204.96154,0
1.0,1.0,43.0,2.0,27.0,2.0,False,1,1,1,2022-08-10,Yellow,False,1,2,2,1,46.0,2.7,43.90175769230725,371.75419,1
1.0,1.0,48.0,1.0,60.0,1.0,False,0,0,1,2021-08-25,White,False,2,0,0,0,16.0,2.59,28.8,182.6915,2
4.0,4.0,150.0,1.0,21.0,1.0,False,0,1,1,2024-03-24,Gray,False,1,2,0,1,16.0,2.37,89.35381804124599,355.05239,2
3.0,5.0,140.0,1.0,69.0,1.0,False,2,0,0,2022-03-12,White,False,0,1,2,1,16.0,1.66,224.2602080263226,284.56,1
1.0,1.0,27.0,0.0,70.0,-1.0,False,0,1,1,2022-10-02,White,False,1,1,1,1,6.0,1.97,16.2,37.39334,0
1.0,1.0,34.0,1.0,65.0,1.0,False,0,1,1,2022-05-20,Yellow,False,0,0,1,1,16.0,1.46,21.0,140.61781,1
2.0,1.0,77.0,0.0,53.0,-1.0,True,2,0,1,2023-02-13,White,False,1,2,1,1,6.0,1.32,123.17156995521192,126.02625,1
1.0,1.0,72.0,0.0,24.0,0.0,False,2,1,1,2020-12-03,Gray,False,2,1,1,1,14.0,2.43,115.14866217179045,165.28541,2
1.0,1.0,59.0,0.0,57.0,1.0,True,2,1,1,2022-04-08,White,False,0,1,0,2,16.0,3.16,94.4,153.53216,2
1.0,1.0,105.0,1.0,51.0,-1.0,False,1,1,1,2022-06-03,Gray,False,2,2,2,2,6.0,1.17,105.0,289.51353,2
3.0,2.0,109.0,2.0,54.0,1.0,False,2,0,1,2020-09-12,Gray,False,1,1,2,2,16.0,3.06,176.0,403.71974,1
2.0,1.0,68.0,2.0,47.0,-1.0,True,2,0,1,2022-08-10,Gray,False,1,1,1,2,6.0,2.45,108.8,262.73785,1
2.0,1.0,119.0,0.0,32.0,-1.0,False,0,0,0,2023-02-28,Gray,False,2,2,2,1,6.0,2.92,70.8,84.84934,0
1.0,1.0,34.0,2.0,47.0,-1.0,False,0,0,0,2023-01-11,Green,False,2,1,1,1,6.0,3.29,19.2,192.34024,2
1.0,1.0,72.0,1.0,21.0,-1.0,False,0,0,0,2022-09-20,White,False,1,1,1,2,6.0,1.81,44.89234765596079,137.5097,1
5.0,2.0,131.0,1.0,70.0,2.0,False,1,1,1,2023-06-07,White,False,0,1,1,1,46.0,3.77,131.0,316.84415,0
1.0,1.0,57.0,0.0,19.0,-1.0,False,0,1,0,2021-05-16,Gray,False,0,1,0,1,6.0,2.07,36.34206488955979,95.61331,2
2.0,2.0,149.0,2.0,67.0,-1.0,True,0,0,0,2021-03-01,Green,False,2,1,2,1,6.0,2.62,88.8,260.34742,1
2.0,1.0,133.0,2.0,47.0,-1.0,False,1,0,1,2021-04-01,Yellow,False,1,2,1,2,6.0,3.09,133.0,273.45159,0
1.0,1.0,63.0,1.0,29.0,-1.0,False,2,1,0,2022-07-09,Yellow,False,1,1,1,2,6.0,3.21,100.70742816163178,211.86289,2
1.0,1.0,98.0,2.0,43.0,-1.0,False,1,1,1,2021-10-01,Green,False,1,1,1,2,6.0,2.83,98.1937218535539,223.03217,0
1.0,2.0,97.0,2.0,8.0,-1.0,False,1,1,1,2022-04-04,Green,False,1,1,1,1,6.0,2.62,97.0,382.24794,2
2.0,2.0,119.0,0.0,18.0,-1.0,True,1,0,1,2022-04-14,Green,False,1,1,2,0,6.0,3.24,118.0,144.72522,1
2.0,1.0,72.0,0.0,47.0,-1.0,False,1,0,1,2023-03-20,Green,False,1,1,1,2,6.0,1.89,73.0,103.08882,1
1.0,4.0,149.0,1.0,35.0,-1.0,False,1,0,1,2023-05-01,Yellow,False,1,1,1,1,6.0,1.84,147.0,223.77209,0
1.0,3.0,116.0,0.0,62.0,0.0,False,1,0,1,2021-12-21,Yellow,False,1,1,1,2,14.0,3.25,115.96200103359826,177.45739,2
2.0,2.0,74.0,2.0,26.0,-1.0,False,2,1,1,2022-09-15,Gray,False,2,1,2,0,6.0,1.51,120.0,249.54493,0
2.0,2.0,61.0,0.0,24.0,-1.0,False,1,1,0,2020-05-24,Green,False,1,1,0,2,6.0,1.93,61.0,61.58074,0
1.0,2.0,109.0,0.0,28.0,-1.0,True,0,0,1,2024-03-23,White,False,1,1,1,0,6.0,1.44,65.9830451464166,85.64588,0
2.0,1.0,125.0,2.0,47.0,0.0,False,0,1,0,2022-05-20,Green,False,1,2,1,1,14.0,2.73,74.4,330.32856,2
1.0,3.0,133.0,1.0,69.0,-1.0,False,1,0,0,2020-10-11,Yellow,False,1,2,1,1,6.0,2.03,132.74315359252904,196.39321,1
1.0,1.0,39.0,1.0,38.0,1.0,True,2,0,1,2020-05-17,Gray,False,0,2,2,1,16.0,2.43,62.197470801208674,171.49159,1
1.0,1.0,38.0,2.0,47.0,-1.0,True,2,1,1,2022-04-30,Gray,False,2,1,1,1,6.0,2.09,60.8,148.98223,0
2.0,1.0,81.0,0.0,36.0,-1.0,True,1,1,0,2020-06-29,White,False,2,0,1,2,6.0,2.4,81.0,71.56734,0
1.0,1.0,36.0,1.0,47.0,-1.0,False,1,1,1,2021-01-20,White,False,1,0,1,1,6.0,2.07,35.0,167.49053,2
2.0,2.0,114.0,0.0,54.0,2.0,True,1,1,0,2020-10-03,Gray,False,1,1,0,1,46.0,1.06,113.98774779137109,160.03556,1
1.0,1.0,28.0,2.0,52.0,0.0,True,1,0,1,2023-11-21,Green,False,2,0,0,1,14.0,2.04,29.09485837560362,112.96806,0
1.0,1.0,113.0,0.0,59.0,2.0,False,0,1,1,2021-06-25,Green,False,1,0,1,1,46.0,1.94,67.2,141.09064,0
2.0,1.0,79.0,,47.0,-1.0,False,2,0,1,2020-11-09,Yellow,False,1,1,2,2,6.0,4.48,126.38073306858053,151.77749,2
1.0,4.0,139.0,0.0,13.0,-1.0,False,1,0,1,2023-01-13,Yellow,False,1,0,2,2,6.0,3.35,139.0,166.27914,1
3.0,2.0,117.0,2.0,68.0,-1.0,False,0,0,1,2021-09-16,Green,False,1,1,1,1,6.0,3.24,70.2,351.71071,2
2.0,1.0,93.0,0.0,56.0,1.0,True,0,1,1,2020-10-26,Green,False,2,1,1,2,16.0,2.33,56.862743528922195,157.44352,2
3.0,3.0,101.0,1.0,52.0,1.0,True,0,1,0,2020-10-11,Green,False,0,1,1,1,16.0,1.9,60.0,182.81007,1
5.0,5.0,131.0,2.0,60.0,-1.0,False,2,1,0,2022-04-23,Yellow,False,0,2,2,2,6.0,3.23,209.81897401616393,450.22356,2
1.0,1.0,55.0,0.0,17.0,1.0,False,0,0,1,2023-12-24,Green,False,1,1,1,0,16.0,2.57,33.6,104.53298,1
1.0,1.0,45.0,0.0,35.0,-1.0,False,2,0,0,2022-08-15,Gray,False,1,2,2,1,6.0,2.13,71.82496014131445,108.79625,2
3.0,3.0,107.0,2.0,41.0,-1.0,True,2,1,0,2022-04-22,White,False,0,2,2,1,6.0,1.98,171.2,386.94185,2
1.0,1.0,23.0,2.0,47.0,1.0,False,0,0,0,2022-09-25,White,False,1,1,2,2,16.0,1.42,16.9614239523842,94.79546,0
1.0,1.0,60.0,2.0,64.0,-1.0,False,2,0,1,2022-04-07,Gray,False,1,1,2,2,6.0,2.58,92.8,247.80235,1
1.0,3.0,128.0,2.0,53.0,-1.0,True,2,0,1,2021-11-02,Yellow,False,1,1,0,0,6.0,2.86,205.00522934611104,305.45048,0
1.0,3.0,122.0,1.0,66.0,2.0,False,0,0,0,2021-10-28,Green,False,2,2,0,0,46.0,1.7,73.2,206.82483,0
1.0,1.0,37.0,0.0,39.0,1.0,True,0,0,1,2022-05-19,Yellow,False,1,1,1,1,16.0,2.05,22.8,59.86132,0
1.0,1.0,116.0,1.0,2.0,-1.0,False,2,0,1,2020-08-28,Yellow,False,1,1,1,1,6.0,2.91,185.75025066589947,215.8349,0
2.0,2.0,119.0,2.0,47.0,-1.0,False,1,1,0,2021-06-16,Gray,False,1,0,2,1,6.0,2.0,118.92338089693898,321.70492,2
1.0,1.0,45.0,2.0,47.0,-1.0,False,2,0,1,2021-02-12,Gray,False,1,1,1,0,6.0,2.28,71.82496014131445,179.62239,1
1.0,1.0,43.0,0.0,43.0,-1.0,False,1,0,1,2023-11-28,Gray,False,1,0,1,1,6.0,1.9,43.0,112.28702,2
1.0,1.0,41.0,0.0,51.0,-1.0,False,0,0,1,2023-08-03,Yellow,False,2,2,2,2,6.0,1.8,24.0,87.9964,1
2.0,2.0,59.0,2.0,15.0,2.0,False,2,0,1,2023-03-25,White,False,1,2,2,2,46.0,1.53,94.28910193489459,446.39115,1
2.0,5.0,149.0,0.0,48.0,-1.0,False,1,1,1,2022-12-28,Green,False,1,0,2,2,6.0,2.65,148.53717953034624,144.7133,0
1.0,1.0,38.0,0.0,42.0,0.0,False,2,0,1,2022-04-07,Yellow,False,1,1,0,0,14.0,4.26,60.8,59.6759,0
4.0,4.0,139.0,1.0,62.0,1.0,False,1,0,1,2020-01-31,Green,False,1,1,1,1,16.0,2.04,137.0,273.13105,1
2.0,1.0,88.0,0.0,23.0,-1.0,False,0,1,1,2023-10-22,White,False,1,1,0,0,6.0,1.92,51.6,140.27035,2
2.0,2.0,70.0,1.0,66.0,2.0,False,0,1,1,2022-10-11,Yellow,False,1,2,2,2,46.0,4.28,43.752309953773995,235.91967,0
2.0,2.0,73.0,2.0,49.0,-1.0,False,2,0,0,2022-01-09,Yellow,False,2,0,1,1,6.0,4.8,116.75324372847474,296.36605,2
2.0,1.0,91.0,1.0,58.0,-1.0,True,0,1,1,2022-06-03,Green,False,1,1,1,0,6.0,3.19,55.72270582673539,174.75451,1
1.0,1.0,59.0,2.0,19.0,2.0,False,2,1,0,2021-12-22,Green,False,2,2,1,2,46.0,2.53,94.28910193489459,356.92534,1
1.0,2.0,59.0,2.0,10.0,-1.0,True,0,0,1,2020-06-13,Yellow,False,1,2,2,0,6.0,1.59,36.0,282.70442,2
1.0,1.0,29.0,0.0,47.0,0.0,False,2,0,1,2021-01-15,White,False,2,2,0,1,14.0,2.94,48.0,55.09377,0
4.0,4.0,148.0,2.0,47.0,1.0,False,2,0,0,2021-01-01,Green,False,1,1,1,0,16.0,3.26,237.09686047979696,449.47079,2
1.0,1.0,95.0,0.0,35.0,1.0,False,0,1,1,2021-06-21,Green,False,1,1,2,2,16.0,2.05,58.00278123110899,131.99958,1
2.0,2.0,95.0,1.0,63.0,-1.0,False,0,1,1,2022-05-05,Green,False,2,0,2,2,6.0,3.07,58.00278123110899,251.4986,2
2.0,1.0,68.0,1.0,25.0,1.0,False,2,0,1,2022-02-27,Gray,False,1,1,2,1,16.0,2.87,108.8,179.10041,0
2.0,3.0,125.0,0.0,13.0,2.0,False,2,0,0,2020-08-25,Green,False,0,2,1,1,46.0,3.1,200.19148467605814,190.89413,1
2.0,1.0,61.0,0.0,53.0,-1.0,False,1,0,1,2023-12-31,Yellow,False,1,0,0,2,6.0,2.5,61.0,94.32593,1
3.0,3.0,101.0,1.0,52.0,1.0,False,0,1,1,2022-01-13,Yellow,False,2,1,2,1,16.0,1.91,61.42289433766939,195.01056,0
1.0,1.0,45.0,0.0,68.0,1.0,True,2,1,0,2022-11-28,White,False,1,1,1,0,16.0,3.33,72.0,117.54738,2
2.0,4.0,135.0,0.0,49.0,1.0,False,1,0,1,2022-10-26,Green,False,1,1,1,2,16.0,3.1,134.71740683475616,180.02624,1
2.0,5.0,142.0,2.0,35.0,2.0,False,1,0,0,2020-05-24,White,False,2,1,1,1,46.0,3.69,141.62729318255123,366.2329,0
4.0,4.0,133.0,2.0,47.0,-1.0,False,1,0,0,2020-06-08,White,False,0,2,1,2,6.0,3.66,132.74315359252904,291.84608,1
