Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,HouseColor,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,Price,WindowMaterial
1.0,1.0,40.0,Urban,47.0,Poor,False,Electric,False,True,Gray,False,Good,Good,Good,Good,14.0,2.82,26.651744420972,185.83721,Steel
1.0,1.0,74.0,Rural,36.0,NoPool,False,Gas,False,True,Gray,False,Poor,Excellent,Poor,Poor,6.0,4.66,74.50268294682807,304.53114,Steel
1.0,1.0,75.0,Rural,47.0,Good,False,Oil,True,True,Yellow,False,Good,Excellent,Good,Excellent,16.0,2.11,118.4,345.47573,Wood
2.0,2.0,80.0,Suburban,52.0,NoPool,False,Oil,False,False,Yellow,False,Good,Good,Good,Excellent,6.0,4.14,127.98531462526483,86.32978,Aluminum
1.0,1.0,58.0,Urban,47.0,NoPool,False,Oil,False,True,Yellow,False,Good,Good,Excellent,Good,6.0,1.93,94.4,211.80228,Steel
2.0,2.0,94.0,Urban,67.0,Good,False,Gas,True,True,Green,False,Excellent,Good,Excellent,Poor,16.0,3.42,94.24521536909958,243.03653,Wood
2.0,2.0,138.0,Suburban,52.0,NoPool,False,Electric,True,False,Gray,False,Poor,Poor,Good,Poor,6.0,2.47,82.2,126.06172,Steel
3.0,1.0,119.0,Urban,70.0,NoPool,False,Oil,False,True,White,False,Good,Poor,Good,Poor,6.0,1.64,190.56399533595243,244.05737,Wood
1.0,1.0,100.0,Urban,48.0,NoPool,False,Gas,False,True,Green,False,Good,Good,Good,Excellent,6.0,3.36,100.16797509578103,266.35565,Steel
1.0,1.0,99.0,Urban,53.0,Good,False,Gas,False,False,White,False,Excellent,Good,Poor,Good,16.0,1.47,99.18084847466746,229.69162,Steel
3.0,3.0,133.0,Rural,52.0,NoPool,False,Oil,False,True,Yellow,False,Poor,Excellent,Good,Excellent,6.0,4.74,216.0,352.56597,Aluminum
2.0,1.0,133.0,Urban,50.0,NoPool,False,Gas,False,False,Gray,False,Poor,Good,Excellent,Good,6.0,1.01,132.74315359252904,198.63211,Wood
2.0,2.0,77.0,Rural,29.0,Good,False,Gas,False,False,White,False,Excellent,Good,Excellent,Good,16.0,1.74,77.4640628101688,270.93512,Wood
1.0,2.0,83.0,Suburban,68.0,NoPool,True,Gas,False,False,Gray,False,Poor,Poor,Excellent,Good,6.0,2.62,83.0,56.91172,Aluminum
1.0,1.0,25.0,Rural,39.0,NoPool,True,Gas,False,False,Yellow,False,Excellent,Poor,Excellent,Excellent,6.0,2.8,24.0,212.14669,Steel
2.0,2.0,76.0,Rural,47.0,NoPool,False,Electric,True,True,Gray,False,Excellent,Good,Good,Good,6.0,1.85,46.2,163.32306,Aluminum
1.0,1.0,57.0,Rural,35.0,Good,True,Electric,False,True,Gray,False,Good,Excellent,Good,Good,16.0,1.52,34.8,176.95282,Aluminum
1.0,1.0,55.0,Suburban,29.0,NoPool,False,Oil,True,False,Yellow,False,Good,Excellent,Good,Poor,6.0,3.95,86.4,94.23314,Wood
3.0,2.0,111.0,Suburban,2.0,Poor,False,Oil,True,True,Gray,False,Good,Poor,Good,Excellent,14.0,2.87,177.72734288247804,177.11033,Wood
3.0,1.0,108.0,Suburban,65.0,NoPool,False,Electric,True,False,White,False,Good,Good,Excellent,Poor,6.0,3.0,65.41302629532319,77.5376,Aluminum
1.0,1.0,57.0,Urban,35.0,NoPool,False,Gas,False,True,White,False,Good,Good,Excellent,Good,6.0,3.25,58.0,111.69816,Aluminum
2.0,1.0,70.0,Rural,1.0,NoPool,False,Electric,False,True,White,False,Good,Good,Poor,Excellent,6.0,3.23,43.752309953773995,237.67733,Wood
1.0,1.0,68.0,Rural,47.0,Excellent,True,Electric,False,True,Yellow,False,Excellent,Excellent,Excellent,Poor,46.0,1.79,40.8,440.77934,Steel
4.0,1.0,136.0,Rural,25.0,Good,True,Electric,False,False,Yellow,False,Excellent,Good,Good,Good,16.0,2.12,81.37355412593837,356.37917,Steel
1.0,1.0,36.0,Rural,60.0,Good,True,Electric,False,True,White,False,Poor,Good,Excellent,Excellent,16.0,3.1,21.6,137.6421,Aluminum
1.0,1.0,31.0,Rural,45.0,NoPool,False,Oil,False,True,Green,False,Excellent,Good,Good,Good,6.0,2.94,49.6,194.63095,Wood
1.0,5.0,137.0,Urban,48.0,NoPool,False,Electric,False,True,Gray,False,Poor,Good,Good,Excellent,6.0,3.15,81.6,228.76437,Wood
1.0,1.0,105.0,Suburban,52.0,Poor,False,Gas,False,True,Gray,False,Excellent,Poor,Good,Good,14.0,1.19,106.0,129.33894,Wood
2.0,2.0,76.0,Rural,63.0,NoPool,True,Oil,True,True,Yellow,False,Poor,Good,Good,Good,6.0,2.16,120.0,220.56655,Aluminum
2.0,2.0,81.0,Rural,24.0,NoPool,False,Oil,False,True,Green,False,Poor,Good,Excellent,Poor,6.0,1.57,129.6,378.74259,Steel
2.0,2.0,82.0,Urban,57.0,Good,False,Oil,True,True,White,False,Good,Poor,Excellent,Excellent,16.0,3.31,131.19447773863342,245.72987,Wood
1.0,1.0,95.0,Suburban,39.0,NoPool,False,Gas,False,False,Yellow,False,Excellent,Good,Good,Excellent,6.0,2.38,94.0,76.53019,Aluminum
1.0,1.0,38.0,Urban,51.0,NoPool,True,Oil,False,False,Gray,False,Poor,Good,Excellent,Good,6.0,2.42,60.59288924452433,167.95248,Steel
1.0,2.0,105.0,Urban,46.0,NoPool,False,Electric,True,False,White,False,Good,Good,Excellent,Poor,6.0,1.36,63.0,200.93416,Steel
2.0,2.0,87.0,Urban,46.0,NoPool,False,Oil,False,False,Yellow,False,Poor,Good,Good,Poor,6.0,4.2,136.0,213.13728,Steel
1.0,1.0,23.0,Suburban,46.0,Good,False,Oil,False,True,Yellow,False,Excellent,Good,Excellent,Excellent,16.0,2.97,36.52416589425987,68.85509,Aluminum
2.0,1.0,128.0,Suburban,32.0,NoPool,True,Electric,True,False,White,False,Excellent,Excellent,Poor,Poor,6.0,3.65,76.81340331719119,113.59548,Wood
3.0,2.0,116.0,Suburban,17.0,Good,False,Electric,False,True,White,False,Poor,Good,Good,Poor,16.0,3.47,69.6,170.72355,Steel
1.0,1.0,118.0,Rural,56.0,Poor,False,Electric,True,True,Green,False,Excellent,Good,Good,Poor,14.0,1.92,71.11321480625719,228.78711,Aluminum
3.0,3.0,111.0,Suburban,58.0,Excellent,False,Electric,False,True,Yellow,False,Poor,Good,Good,Excellent,46.0,1.65,66.6,150.25164,Aluminum
3.0,2.0,129.0,Rural,47.0,Good,False,Oil,False,True,Gray,False,Good,Good,Excellent,Good,16.0,2.05,206.6098109027954,441.43649,Wood
2.0,2.0,76.0,Suburban,16.0,NoPool,False,Electric,True,True,Gray,False,Good,Good,Poor,Good,6.0,1.84,47.172423060334395,106.83063,Wood
3.0,1.0,100.0,Rural,51.0,NoPool,True,Electric,False,True,Yellow,False,Good,Excellent,Poor,Poor,6.0,3.65,61.2,241.55006,Wood
1.0,1.0,25.0,Rural,59.0,NoPool,False,Oil,False,True,Yellow,False,Excellent,Good,Good,Excellent,6.0,2.71,39.73332900762846,180.73478,Wood
2.0,2.0,94.0,Rural,57.0,NoPool,False,Gas,True,True,Green,False,Poor,Good,Excellent,Good,6.0,1.8,93.0,285.25334,Wood
1.0,1.0,45.0,Rural,53.0,NoPool,False,Gas,False,True,Green,False,Excellent,Good,Poor,Poor,6.0,2.97,46.0,111.84633,Aluminum
3.0,2.0,113.0,Urban,19.0,NoPool,False,Electric,True,False,Green,False,Good,Good,Good,Excellent,6.0,3.42,67.2,149.87726,Aluminum
2.0,1.0,69.0,Urban,37.0,Excellent,False,Electric,False,False,Yellow,False,Poor,Good,Good,Good,46.0,2.69,43.182291102680594,167.58911,Aluminum
1.0,1.0,55.0,Urban,62.0,NoPool,False,Gas,False,False,Green,False,Excellent,Excellent,Good,Good,6.0,2.62,55.74727714567014,168.8283,Steel
2.0,1.0,112.0,Suburban,24.0,NoPool,False,Oil,True,False,Yellow,False,Good,Good,Good,Excellent,6.0,2.16,179.33192443916232,171.46803,Steel
3.0,1.0,112.0,Urban,23.0,NoPool,False,Electric,False,True,White,False,Poor,Poor,Excellent,Excellent,6.0,2.31,66.0,248.17958,Steel
1.0,1.0,50.0,Suburban,71.0,NoPool,False,Electric,False,True,Gray,False,Poor,Good,Poor,Excellent,6.0,2.76,30.6,73.09508,Wood
2.0,2.0,87.0,Urban,23.0,NoPool,False,Oil,False,True,White,False,Excellent,Good,Poor,Good,6.0,3.22,139.2173855220549,217.45449,Wood
2.0,2.0,62.0,Rural,40.0,Good,False,Oil,False,True,White,False,Good,Poor,Poor,Poor,16.0,2.49,99.2,215.92375,Aluminum
1.0,1.0,49.0,Suburban,47.0,Good,False,Gas,True,True,Yellow,False,Excellent,Excellent,Poor,Good,16.0,3.6,50.0,148.58622,Steel
1.0,1.0,66.0,Suburban,47.0,NoPool,False,Electric,False,True,White,False,Poor,Excellent,Good,Good,6.0,3.63,41.4722345494004,108.4708,Steel
2.0,2.0,89.0,Urban,60.0,NoPool,False,Oil,False,True,Green,False,Excellent,Good,Good,Excellent,6.0,2.11,142.4,296.13536,Steel
2.0,2.0,111.0,Rural,58.0,NoPool,False,Electric,True,True,Green,False,Good,Excellent,Good,Good,6.0,2.83,67.2,299.62257,Wood
2.0,2.0,128.0,Suburban,38.0,Poor,False,Oil,False,False,White,False,Good,Good,Good,Excellent,14.0,2.66,205.0052293461111,137.88959,Aluminum
2.0,2.0,144.0,Urban,49.0,NoPool,False,Gas,False,False,Green,False,Excellent,Excellent,Good,Excellent,6.0,1.73,143.60154642477835,238.1056,Wood
2.0,3.0,149.0,Suburban,27.0,Good,True,Electric,False,True,Gray,False,Good,Excellent,Excellent,Poor,16.0,3.06,88.8,126.39993,Aluminum
2.0,2.0,90.0,Suburban,33.0,NoPool,True,Gas,True,True,Yellow,False,Poor,Excellent,Good,Excellent,6.0,3.55,91.0,158.05775,Steel
2.0,2.0,128.0,Rural,47.0,Good,True,Electric,False,True,Yellow,False,Excellent,Good,Excellent,Excellent,16.0,1.61,76.8,414.28911,Steel
1.0,3.0,133.0,Suburban,49.0,Poor,False,Electric,True,True,Yellow,False,Poor,Excellent,Good,Excellent,14.0,4.26,78.0,156.55056,Wood
1.0,1.0,81.0,Rural,55.0,Excellent,False,Oil,True,False,Gray,False,Excellent,Excellent,Excellent,Good,46.0,1.58,129.6,427.8054,Steel
1.0,1.0,44.0,Suburban,42.0,Good,False,Electric,True,True,Yellow,False,Excellent,Good,Poor,Good,16.0,2.18,27.0,66.78342,Aluminum
1.0,1.0,87.0,Urban,69.0,Good,True,Gas,True,False,White,False,Excellent,Poor,Excellent,Good,16.0,3.8,87.0,222.32066,Steel
1.0,1.0,43.0,Urban,45.0,Good,False,Gas,False,False,Gray,False,Excellent,Excellent,Excellent,Good,16.0,2.92,43.0,147.2703,Wood
1.0,1.0,40.0,Suburban,40.0,Good,True,Oil,True,True,White,False,Good,Excellent,Excellent,Poor,16.0,2.68,60.8,83.36476,Aluminum
3.0,2.0,101.0,Rural,47.0,NoPool,True,Electric,False,True,Gray,False,Good,Good,Good,Excellent,6.0,2.42,61.2,186.01169,Aluminum
1.0,2.0,98.0,Rural,57.0,Poor,False,Gas,False,True,White,False,Excellent,Excellent,Good,Excellent,14.0,2.55,98.19372185355388,408.79793,Steel
1.0,1.0,25.0,Urban,42.0,NoPool,False,Oil,False,True,Green,False,Good,Good,Excellent,Excellent,6.0,2.38,41.6,142.08871,Wood
2.0,2.0,81.0,Rural,16.0,Poor,True,Electric,False,True,Green,False,Poor,Good,Good,Good,14.0,3.1,50.022517315801394,273.90897,Wood
1.0,1.0,30.0,Rural,59.0,NoPool,False,Electric,True,False,Gray,False,Good,Good,Excellent,Excellent,6.0,2.06,20.951555910038003,93.03821,Aluminum
4.0,5.0,143.0,Urban,43.0,NoPool,True,Oil,False,True,White,False,Good,Good,Excellent,Good,6.0,3.42,229.07395269637556,374.25012,Steel
2.0,4.0,130.0,Suburban,60.0,Good,False,Oil,True,True,White,False,Poor,Good,Poor,Poor,16.0,3.73,208.21439245947968,227.95583,Steel
1.0,2.0,70.0,Urban,48.0,Poor,True,Oil,False,False,Green,False,Good,Excellent,Poor,Good,14.0,2.2,110.4,183.28112,Wood
1.0,2.0,60.0,Suburban,64.0,Excellent,False,Oil,False,True,Yellow,False,Good,Excellent,Poor,Excellent,46.0,3.6,97.6,204.95697,Steel
3.0,3.0,139.0,Suburban,51.0,NoPool,False,Electric,False,True,White,False,Excellent,Good,Good,Good,6.0,3.57,83.08361067921857,171.29398,Steel
1.0,1.0,35.0,Urban,53.0,Poor,True,Oil,True,True,Yellow,False,Excellent,Good,Poor,Good,14.0,1.37,55.77914457447144,171.5354,Wood
1.0,2.0,69.0,Suburban,50.0,NoPool,False,Electric,False,True,Green,False,Excellent,Good,Good,Poor,6.0,3.07,41.4,91.34446,Wood
1.0,1.0,56.0,Suburban,58.0,NoPool,False,Oil,True,True,Gray,False,Excellent,Good,Good,Good,6.0,2.47,88.0,73.86767,Aluminum
2.0,2.0,103.0,Suburban,47.0,Good,False,Oil,False,False,Green,False,Good,Good,Good,Excellent,16.0,1.87,164.89069042900366,135.91764,Wood
4.0,3.0,146.0,Rural,40.0,NoPool,False,Electric,True,True,White,False,Poor,Good,Poor,Excellent,6.0,3.89,87.07374263687237,420.10433,Steel
2.0,2.0,88.0,Suburban,41.0,NoPool,False,Gas,False,False,Gray,False,Excellent,Good,Excellent,Poor,6.0,2.86,88.0,105.10886,Wood
1.0,1.0,29.0,Urban,43.0,Poor,False,Gas,False,True,Green,False,Good,Good,Excellent,Excellent,14.0,3.28,29.0,145.48298,Wood
1.0,1.0,120.0,Suburban,31.0,Good,False,Oil,True,False,Gray,False,Good,Poor,Excellent,Poor,16.0,1.35,192.1685768926367,152.20193,Wood
2.0,1.0,81.0,Urban,39.0,Good,False,Oil,False,True,Yellow,False,Good,Good,Good,Excellent,16.0,3.02,129.6,186.62679,Aluminum
1.0,3.0,99.0,Suburban,57.0,NoPool,True,Electric,False,False,Gray,False,Excellent,Excellent,Good,Poor,6.0,1.37,60.0,90.71279,Wood
1.0,1.0,26.0,Rural,36.0,Poor,False,Gas,False,False,Yellow,False,Poor,Good,Good,Good,14.0,3.85,27.12060513337645,89.84735,Aluminum
1.0,1.0,32.0,Urban,43.0,Good,False,Oil,False,False,Green,False,Good,Good,Poor,Poor,16.0,3.13,52.8,131.3601,Wood
1.0,2.0,67.0,Suburban,30.0,NoPool,False,Gas,False,True,White,False,Good,Excellent,Good,Good,6.0,2.69,68.0,101.43005,Wood
2.0,2.0,92.0,Urban,33.0,NoPool,False,Oil,False,True,White,False,Good,Poor,Good,Good,6.0,1.88,148.8,277.38795,Steel
1.0,1.0,23.0,Suburban,49.0,NoPool,False,Oil,True,False,Yellow,False,Good,Excellent,Poor,Poor,6.0,4.41,36.52416589425987,92.13565,Steel
2.0,1.0,86.0,Urban,54.0,NoPool,False,Gas,False,False,Gray,False,Good,Excellent,Excellent,Good,6.0,3.07,87.0,161.41243,Wood
1.0,2.0,71.0,Urban,36.0,Excellent,False,Gas,True,True,Green,False,Good,Good,Excellent,Good,46.0,1.78,73.0,309.18281,Wood
1.0,1.0,47.0,Rural,47.0,NoPool,True,Oil,False,True,Gray,False,Excellent,Good,Excellent,Good,6.0,2.6,75.03412325468301,226.44758,Wood
3.0,3.0,135.0,Rural,50.0,NoPool,False,Electric,False,False,Yellow,False,Good,Poor,Excellent,Poor,6.0,4.82,81.6,196.23115,Aluminum
2.0,2.0,111.0,Urban,67.0,NoPool,False,Oil,False,True,Yellow,False,Good,Good,Good,Good,6.0,3.12,177.72734288247804,287.80215,Steel
1.0,1.0,99.0,Rural,47.0,Poor,False,Oil,False,True,Yellow,False,Poor,Good,Good,Good,14.0,2.01,158.47236420226648,276.61132,Aluminum
2.0,1.0,108.0,Urban,47.0,Good,False,Electric,True,True,White,False,Good,Poor,Excellent,Excellent,16.0,1.52,65.41302629532319,282.30084,Steel
3.0,1.0,135.0,Rural,34.0,NoPool,False,Gas,True,False,Gray,False,Good,Good,Good,Good,6.0,1.3,138.0,257.51668,Aluminum
1.0,1.0,68.0,Rural,33.0,NoPool,False,Electric,False,True,White,False,Excellent,Poor,Excellent,Excellent,6.0,3.34,42.61227225158719,157.13444,Aluminum
2.0,2.0,79.0,Suburban,55.0,Good,False,Gas,True,True,Yellow,False,Good,Excellent,Good,Poor,16.0,4.74,79.43831605239595,135.98306,Wood
1.0,1.0,26.0,Suburban,47.0,NoPool,True,Electric,True,True,White,False,Excellent,Poor,Excellent,Good,6.0,1.87,15.0,102.9578,Steel
2.0,2.0,94.0,Suburban,71.0,Good,False,Electric,False,True,Gray,False,Poor,Good,Poor,Excellent,16.0,2.13,57.43276238001559,148.14787,Steel
1.0,1.0,44.0,Suburban,47.0,NoPool,False,Electric,True,True,Yellow,False,Excellent,Good,Poor,Good,6.0,3.63,26.4,73.78506,Wood
1.0,1.0,58.0,Suburban,48.0,NoPool,False,Electric,True,True,Yellow,False,Excellent,Excellent,Good,Excellent,6.0,3.2,36.912083740653195,131.92244,Steel
4.0,1.0,132.0,Suburban,69.0,Excellent,False,Electric,False,True,Green,False,Excellent,Good,Excellent,Good,46.0,3.08,79.0934787215648,159.75682,Aluminum
1.0,3.0,117.0,Rural,43.0,NoPool,True,Electric,False,True,Green,False,Excellent,Excellent,Good,Good,6.0,1.83,70.54319595516378,301.54461,Wood
1.0,1.0,97.0,Urban,59.0,Good,False,Oil,False,True,Green,False,Excellent,Poor,Good,Good,16.0,2.71,155.2632010888979,209.50626,Aluminum
4.0,4.0,132.0,Rural,19.0,NoPool,False,Electric,True,False,Gray,False,Poor,Poor,Excellent,Good,6.0,2.17,79.0934787215648,232.61816,Aluminum
1.0,1.0,21.0,Suburban,59.0,NoPool,True,Electric,False,False,White,False,Good,Good,Excellent,Poor,6.0,3.58,12.6,24.1463,Aluminum
2.0,1.0,81.0,Rural,40.0,Excellent,False,Oil,True,True,Gray,False,Poor,Excellent,Good,Good,46.0,1.66,129.6,437.87888,Wood
1.0,2.0,87.0,Suburban,49.0,NoPool,False,Gas,True,True,Gray,False,Poor,Good,Good,Poor,6.0,2.15,87.33532902130456,77.75157,Aluminum
1.0,3.0,119.0,Rural,23.0,NoPool,False,Oil,True,True,Gray,False,Good,Good,Good,Good,6.0,1.54,190.4,471.76136,Steel
2.0,1.0,101.0,Rural,21.0,NoPool,True,Electric,False,True,Yellow,False,Good,Good,Excellent,Good,6.0,3.41,61.42289433766938,204.96154,Aluminum
1.0,1.0,43.0,Rural,27.0,Excellent,False,Gas,True,True,Yellow,False,Good,Excellent,Excellent,Good,46.0,2.7,43.901757692307235,371.75419,Wood
1.0,1.0,48.0,Urban,60.0,Good,False,Electric,False,True,White,False,Excellent,Poor,Poor,Poor,16.0,2.59,28.8,182.6915,Steel
4.0,4.0,150.0,Urban,21.0,Good,False,Electric,True,True,Gray,False,Good,Excellent,Poor,Good,16.0,2.37,89.35381804124597,355.05239,Steel
3.0,5.0,140.0,Urban,69.0,Good,False,Oil,False,False,White,False,Poor,Good,Excellent,Good,16.0,1.66,224.26020802632266,284.56,Wood
1.0,1.0,27.0,Suburban,70.0,NoPool,False,Electric,True,True,White,False,Good,Good,Good,Good,6.0,1.97,16.2,37.39334,Aluminum
1.0,1.0,34.0,Urban,65.0,Good,False,Electric,True,True,Yellow,False,Poor,Poor,Good,Good,16.0,1.46,21.0,140.61781,Wood
2.0,1.0,77.0,Suburban,53.0,NoPool,True,Oil,False,True,White,False,Good,Excellent,Good,Good,6.0,1.32,123.17156995521192,126.02625,Wood
1.0,1.0,72.0,Suburban,24.0,Poor,False,Oil,True,True,Gray,False,Excellent,Good,Good,Good,14.0,2.43,115.14866217179045,165.28541,Steel
1.0,1.0,59.0,Suburban,57.0,Good,True,Oil,True,True,White,False,Poor,Good,Poor,Excellent,16.0,3.16,94.4,153.53216,Steel
1.0,1.0,105.0,Urban,51.0,NoPool,False,Gas,True,True,Gray,False,Excellent,Excellent,Excellent,Excellent,6.0,1.17,105.0,289.51353,Steel
3.0,2.0,109.0,Rural,54.0,Good,False,Oil,False,True,Gray,False,Good,Good,Excellent,Excellent,16.0,3.06,176.0,403.71974,Wood
2.0,1.0,68.0,Rural,47.0,NoPool,True,Oil,False,True,Gray,False,Good,Good,Good,Excellent,6.0,2.45,108.8,262.73785,Wood
2.0,1.0,119.0,Suburban,32.0,NoPool,False,Electric,False,False,Gray,False,Excellent,Excellent,Excellent,Good,6.0,2.92,70.8,84.84934,Aluminum
1.0,1.0,34.0,Rural,47.0,NoPool,False,Electric,False,False,Green,False,Excellent,Good,Good,Good,6.0,3.29,19.2,192.34024,Steel
1.0,1.0,72.0,Urban,21.0,NoPool,False,Electric,False,False,White,False,Good,Good,Good,Excellent,6.0,1.81,44.89234765596079,137.5097,Wood
5.0,2.0,131.0,Urban,70.0,Excellent,False,Gas,True,True,White,False,Poor,Good,Good,Good,46.0,3.77,131.0,316.84415,Aluminum
1.0,1.0,57.0,Suburban,19.0,NoPool,False,Electric,True,False,Gray,False,Poor,Good,Poor,Good,6.0,2.07,36.34206488955979,95.61331,Steel
2.0,2.0,149.0,Rural,67.0,NoPool,True,Electric,False,False,Green,False,Excellent,Good,Excellent,Good,6.0,2.62,88.8,260.34742,Wood
2.0,1.0,133.0,Rural,47.0,NoPool,False,Gas,False,True,Yellow,False,Good,Excellent,Good,Excellent,6.0,3.09,133.0,273.45159,Aluminum
1.0,1.0,63.0,Urban,29.0,NoPool,False,Oil,True,False,Yellow,False,Good,Good,Good,Excellent,6.0,3.21,100.70742816163177,211.86289,Steel
1.0,1.0,98.0,Rural,43.0,NoPool,False,Gas,True,True,Green,False,Good,Good,Good,Excellent,6.0,2.83,98.19372185355388,223.03217,Aluminum
1.0,2.0,97.0,Rural,8.0,NoPool,False,Gas,True,True,Green,False,Good,Good,Good,Good,6.0,2.62,97.0,382.24794,Steel
2.0,2.0,119.0,Suburban,18.0,NoPool,True,Gas,False,True,Green,False,Good,Good,Excellent,Poor,6.0,3.24,118.0,144.72522,Wood
2.0,1.0,72.0,Suburban,47.0,NoPool,False,Gas,False,True,Green,False,Good,Good,Good,Excellent,6.0,1.89,73.0,103.08882,Wood
1.0,4.0,149.0,Urban,35.0,NoPool,False,Gas,False,True,Yellow,False,Good,Good,Good,Good,6.0,1.84,147.0,223.77209,Aluminum
1.0,3.0,116.0,Suburban,62.0,Poor,False,Gas,False,True,Yellow,False,Good,Good,Good,Excellent,14.0,3.25,115.96200103359824,177.45739,Steel
2.0,2.0,74.0,Rural,26.0,NoPool,False,Oil,True,True,Gray,False,Excellent,Good,Excellent,Poor,6.0,1.51,120.0,249.54493,Aluminum
2.0,2.0,61.0,Suburban,24.0,NoPool,False,Gas,True,False,Green,False,Good,Good,Poor,Excellent,6.0,1.93,61.0,61.58074,Aluminum
1.0,2.0,109.0,Suburban,28.0,NoPool,True,Electric,False,True,White,False,Good,Good,Good,Poor,6.0,1.44,65.98304514641659,85.64588,Aluminum
2.0,1.0,125.0,Rural,47.0,Poor,False,Electric,True,False,Green,False,Good,Excellent,Good,Good,14.0,2.73,74.4,330.32856,Steel
1.0,3.0,133.0,Urban,69.0,NoPool,False,Gas,False,False,Yellow,False,Good,Excellent,Good,Good,6.0,2.03,132.74315359252904,196.39321,Wood
1.0,1.0,39.0,Urban,38.0,Good,True,Oil,False,True,Gray,False,Poor,Excellent,Excellent,Good,16.0,2.43,62.19747080120863,171.49159,Wood
1.0,1.0,38.0,Rural,47.0,NoPool,True,Oil,True,True,Gray,False,Excellent,Good,Good,Good,6.0,2.09,60.8,148.98223,Aluminum
2.0,1.0,81.0,Suburban,36.0,NoPool,True,Gas,True,False,White,False,Excellent,Poor,Good,Excellent,6.0,2.4,81.0,71.56734,Aluminum
1.0,1.0,36.0,Urban,47.0,NoPool,False,Gas,True,True,White,False,Good,Poor,Good,Good,6.0,2.07,35.0,167.49053,Steel
2.0,2.0,114.0,Suburban,54.0,Excellent,True,Gas,True,False,Gray,False,Good,Good,Poor,Good,46.0,1.06,113.98774779137109,160.03556,Wood
1.0,1.0,28.0,Rural,52.0,Poor,True,Gas,False,True,Green,False,Excellent,Poor,Poor,Good,14.0,2.04,29.0948583756036,112.96806,Aluminum
1.0,1.0,113.0,Suburban,59.0,Excellent,False,Electric,True,True,Green,False,Good,Poor,Good,Good,46.0,1.94,67.2,141.09064,Aluminum
1.0,4.0,139.0,Suburban,13.0,NoPool,False,Gas,False,True,Yellow,False,Good,Poor,Excellent,Excellent,6.0,3.35,139.0,166.27914,Wood
3.0,2.0,117.0,Rural,68.0,NoPool,False,Electric,False,True,Green,False,Good,Good,Good,Good,6.0,3.24,70.2,351.71071,Steel
2.0,1.0,93.0,Suburban,56.0,Good,True,Electric,True,True,Green,False,Excellent,Good,Good,Excellent,16.0,2.33,56.86274352892219,157.44352,Steel
3.0,3.0,101.0,Urban,52.0,Good,True,Electric,True,False,Green,False,Poor,Good,Good,Good,16.0,1.9,60.0,182.81007,Wood
5.0,5.0,131.0,Rural,60.0,NoPool,False,Oil,True,False,Yellow,False,Poor,Excellent,Excellent,Excellent,6.0,3.23,209.818974016164,450.22356,Steel
1.0,1.0,55.0,Suburban,17.0,Good,False,Electric,False,True,Green,False,Good,Good,Good,Poor,16.0,2.57,33.6,104.53298,Wood
1.0,1.0,45.0,Suburban,35.0,NoPool,False,Oil,False,False,Gray,False,Good,Excellent,Excellent,Good,6.0,2.13,71.8249601413144,108.79625,Steel
3.0,3.0,107.0,Rural,41.0,NoPool,True,Oil,True,False,White,False,Poor,Excellent,Excellent,Good,6.0,1.98,171.2,386.94185,Steel
1.0,1.0,23.0,Rural,47.0,Good,False,Electric,False,False,White,False,Good,Good,Excellent,Excellent,16.0,1.42,16.9614239523842,94.79546,Aluminum
1.0,1.0,60.0,Rural,64.0,NoPool,False,Oil,False,True,Gray,False,Good,Good,Excellent,Excellent,6.0,2.58,92.8,247.80235,Wood
1.0,3.0,128.0,Rural,53.0,NoPool,True,Oil,False,True,Yellow,False,Good,Good,Poor,Poor,6.0,2.86,205.0052293461111,305.45048,Aluminum
1.0,3.0,122.0,Urban,66.0,Excellent,False,Electric,False,False,Green,False,Excellent,Excellent,Poor,Poor,46.0,1.7,73.2,206.82483,Aluminum
1.0,1.0,37.0,Suburban,39.0,Good,True,Electric,False,True,Yellow,False,Good,Good,Good,Good,16.0,2.05,22.8,59.86132,Aluminum
1.0,1.0,116.0,Urban,2.0,NoPool,False,Oil,False,True,Yellow,False,Good,Good,Good,Good,6.0,2.91,185.75025066589953,215.8349,Aluminum
2.0,2.0,119.0,Rural,47.0,NoPool,False,Gas,True,False,Gray,False,Good,Poor,Excellent,Good,6.0,2.0,118.92338089693898,321.70492,Steel
1.0,1.0,45.0,Rural,47.0,NoPool,False,Oil,False,True,Gray,False,Good,Good,Good,Poor,6.0,2.28,71.8249601413144,179.62239,Wood
1.0,1.0,43.0,Suburban,43.0,NoPool,False,Gas,False,True,Gray,False,Good,Poor,Good,Good,6.0,1.9,43.0,112.28702,Steel
1.0,1.0,41.0,Suburban,51.0,NoPool,False,Electric,False,True,Yellow,False,Excellent,Excellent,Excellent,Excellent,6.0,1.8,24.0,87.9964,Wood
2.0,2.0,59.0,Rural,15.0,Excellent,False,Oil,False,True,White,False,Good,Excellent,Excellent,Excellent,46.0,1.53,94.28910193489457,446.39115,Wood
2.0,5.0,149.0,Suburban,48.0,NoPool,False,Gas,True,True,Green,False,Good,Poor,Excellent,Excellent,6.0,2.65,148.53717953034624,144.7133,Aluminum
